,Fecha,Producto,Cantidad,Precio_Unitario,Descuento,Total,Vendedor,Ubicación,Forma_Pago,Estado
980,2024-09-07,Tableta,5,660,0.15,886,Carlos,En linea,nan,Pendiente
981,2024-09-08,Laptop,5,447,,1469,Juan,En linea,nan,Pendiente
982,2024-09-09,Telefono,2,770,0.1,3960,Carlos,En linea,Efectivo,Completo
983,2024-09-10,Laptop,6,223,,1505,Juan,Local,Efectivo,Completo
984,2024-09-11,Laptop,9,581,0.15,3552,Juan,En linea,Efectivo,Cancelado
985,2024-09-12,Laptop,2,416,0.15,3917,Maria,En linea,nan,Completo
986,2024-09-13,Laptop,2,603,0.15,2802,Juan,En linea,nan,Pendiente
987,2024-09-14,Telefono,3,818,,2783,Juan,Local,nan,Pendiente
988,2024-09-15,Laptop,7,147,0.1,2107,Carlos,En linea,Efectivo,Pendiente
989,2024-09-16,Telefono,6,508,0.05,4866,Juan,En linea,nan,Completo
990,2024-09-17,Telefono,8,235,0.1,622,Maria,Local,Efectivo,Pendiente
991,2024-09-18,Tableta,8,300,,1780,Carlos,Local,Efectivo,Pendiente
992,2024-09-19,Telefono,6,349,,4227,Maria,En linea,Tarjeta,Cancelado
993,2024-09-20,Tableta,3,413,0.05,758,Maria,En linea,Tarjeta,Cancelado
994,2024-09-21,Telefono,3,968,,1447,Maria,En linea,Tarjeta,Cancelado
995,2024-09-22,Telefono,1,467,0.15,1024,Maria,Local,Efectivo,Completo
996,2024-09-23,Telefono,7,528,0.15,1387,Carlos,Local,Tarjeta,Pendiente
997,2024-09-24,Tableta,5,929,0.15,707,Juan,En linea,Tarjeta,Pendiente
998,2024-09-25,Tableta,4,906,0.15,3882,Maria,Local,Tarjeta,Pendiente
999,2024-09-26,Laptop,4,579,0.15,3294,Carlos,En linea,nan,Cancelado
1000,2024-09-27,Tableta,4,413,,648,Maria,En linea,Efectivo,Pendiente
1001,2024-09-28,Tableta,6,599,0.05,937,Juan,Local,Tarjeta,Pendiente
1002,2024-09-29,Tableta,8,820,0.05,2702,Carlos,En linea,nan,Pendiente
1003,2024-09-30,Tableta,8,454,0.15,4249,Carlos,Local,nan,Pendiente
1004,2024-10-01,Laptop,5,584,,3661,Juan,Local,nan,Pendiente
1005,2024-10-02,Tableta,6,310,0.1,4401,Carlos,En linea,Tarjeta,Completo
1006,2024-10-03,Telefono,4,803,0.1,4953,Juan,Local,nan,Pendiente
1007,2024-10-04,Telefono,9,143,,3745,Carlos,En linea,Efectivo,Completo
1008,2024-10-05,Tableta,8,640,0.15,3323,Carlos,Local,nan,Pendiente
1009,2024-10-06,Tableta,1,670,0.05,3770,Juan,En linea,nan,Completo
1010,2024-10-07,Telefono,2,682,,985,Juan,En linea,nan,Pendiente
1011,2024-10-08,Telefono,9,191,0.1,699,Carlos,En linea,nan,Pendiente
1012,2024-10-09,Laptop,8,364,0.1,4966,Carlos,Local,Efectivo,Pendiente
1013,2024-10-10,Telefono,3,994,0.1,2482,Juan,En linea,Tarjeta,Pendiente
1014,2024-10-11,Telefono,8,319,0.15,1971,Juan,Local,Efectivo,Cancelado
1015,2024-10-12,Tableta,1,541,0.1,4843,Carlos,Local,Efectivo,Pendiente
1016,2024-10-13,Telefono,4,500,,2811,Carlos,Local,Tarjeta,Completo
1017,2024-10-14,Laptop,3,499,,3873,Carlos,Local,nan,Cancelado
1018,2024-10-15,Telefono,6,826,0.1,2578,Juan,Local,Tarjeta,Cancelado
1019,2024-10-16,Tableta,7,998,,2021,Carlos,En linea,Tarjeta,Pendiente
1020,2024-10-17,Tableta,4,888,0.1,1104,Maria,Local,Efectivo,Completo
1021,2024-10-18,Telefono,7,675,0.1,4348,Juan,En linea,Tarjeta,Completo
1022,2024-10-19,Tableta,9,957,0.05,3842,Carlos,En linea,nan,Cancelado
1023,2024-10-20,Laptop,2,903,0.15,1917,Juan,Local,Efectivo,Completo
1024,2024-10-21,Laptop,3,589,0.15,4375,Maria,En linea,nan,Pendiente
1025,2024-10-22,Telefono,5,584,0.05,3433,Juan,En linea,Efectivo,Pendiente
1026,2024-10-23,Telefono,3,856,0.05,1048,Carlos,Local,nan,Pendiente
1027,2024-10-24,Telefono,8,569,0.15,1338,Maria,En linea,Tarjeta,Pendiente
1028,2024-10-25,Tableta,8,673,0.1,4315,Maria,Local,Tarjeta,Pendiente
1029,2024-10-26,Laptop,8,943,0.1,1347,Carlos,Local,Tarjeta,Cancelado
1030,2024-10-27,Laptop,9,781,0.15,4754,Carlos,Local,nan,Pendiente
1031,2024-10-28,Tableta,4,544,0.1,4968,Carlos,En linea,Efectivo,Pendiente
1032,2024-10-29,Laptop,5,368,0.05,2772,Juan,En linea,Efectivo,Cancelado
1033,2024-10-30,Telefono,5,366,0.1,3820,Juan,En linea,Efectivo,Cancelado
1034,2024-10-31,Telefono,8,153,0.1,3058,Juan,En linea,Tarjeta,Cancelado
1035,2024-11-01,Telefono,7,627,,4811,Carlos,Local,nan,Completo
1036,2024-11-02,Laptop,9,619,,2496,Carlos,Local,Efectivo,Completo
1037,2024-11-03,Telefono,8,715,,4173,Juan,En linea,nan,Pendiente
1038,2024-11-04,Tableta,2,158,0.1,2064,Maria,Local,Efectivo,Pendiente
1039,2024-11-05,Tableta,4,924,0.15,4518,Juan,En linea,Tarjeta,Pendiente
1040,2024-11-06,Laptop,6,139,0.05,2340,Maria,Local,nan,Completo
1041,2024-11-07,Tableta,2,336,0.1,3791,Carlos,Local,Efectivo,Pendiente
1042,2024-11-08,Tableta,7,485,0.15,3387,Carlos,Local,Efectivo,Pendiente
1043,2024-11-09,Laptop,3,705,0.1,1226,Juan,Local,Efectivo,Completo
1044,2024-11-10,Telefono,3,833,0.05,1744,Juan,Local,Efectivo,Cancelado
1045,2024-11-11,Telefono,2,815,0.1,3960,Carlos,En linea,Tarjeta,Completo
1046,2024-11-12,Telefono,8,749,0.05,4218,Juan,En linea,Efectivo,Pendiente
1047,2024-11-13,Laptop,6,399,0.1,1565,Carlos,Local,Efectivo,Completo
1048,2024-11-14,Tableta,1,494,0.05,782,Carlos,En linea,Tarjeta,Cancelado
1049,2024-11-15,Telefono,1,306,0.1,1581,Maria,Local,Efectivo,Cancelado
1050,2024-11-16,Telefono,7,435,0.05,4385,Juan,Local,nan,Cancelado
1051,2024-11-17,Laptop,8,692,,3381,Carlos,Local,nan,Cancelado
1052,2024-11-18,Telefono,5,829,0.1,3084,Juan,Local,Efectivo,Cancelado
1053,2024-11-19,Laptop,5,613,0.1,3470,Maria,En linea,Tarjeta,Cancelado
1054,2024-11-20,Tableta,4,277,0.15,1652,Maria,Local,Tarjeta,Pendiente
1055,2024-11-21,Laptop,6,495,0.15,3997,Juan,En linea,Tarjeta,Pendiente
1056,2024-11-22,Laptop,6,470,0.05,1447,Juan,Local,Efectivo,Completo
1057,2024-11-23,Laptop,3,957,0.1,2217,Carlos,Local,Efectivo,Pendiente
1058,2024-11-24,Laptop,9,890,0.05,566,Maria,En linea,nan,Cancelado
1059,2024-11-25,Tableta,7,757,,1136,Maria,Local,Tarjeta,Pendiente
1060,2024-11-26,Tableta,1,417,0.15,813,Maria,Local,Efectivo,Completo
1061,2024-11-27,Telefono,7,835,0.05,3897,Juan,En linea,Efectivo,Cancelado
1062,2024-11-28,Tableta,5,468,0.05,1064,Carlos,En linea,Efectivo,Pendiente
1063,2024-11-29,Tableta,5,483,0.15,2101,Juan,En linea,Tarjeta,Pendiente
1064,2024-11-30,Telefono,2,161,0.1,1325,Juan,Local,Tarjeta,Completo
1065,2024-12-01,Tableta,4,905,0.05,4170,Juan,Local,nan,Cancelado
1066,2024-12-02,Laptop,6,604,0.15,1525,Carlos,En linea,Tarjeta,Completo
1067,2024-12-03,Laptop,7,338,0.1,2751,Juan,En linea,Efectivo,Cancelado
1068,2024-12-04,Telefono,5,294,,1304,Maria,Local,nan,Cancelado
1069,2024-12-05,Telefono,9,777,0.15,2951,Maria,Local,Tarjeta,Pendiente
1070,2024-12-06,Telefono,3,321,0.05,1891,Maria,En linea,Tarjeta,Completo
1071,2024-12-07,Laptop,1,160,,1735,Carlos,En linea,Tarjeta,Completo
1072,2024-12-08,Tableta,4,228,0.1,4532,Juan,En linea,Tarjeta,Completo
1073,2024-12-09,Laptop,9,784,0.1,3780,Carlos,En linea,Efectivo,Cancelado
1074,2024-12-10,Telefono,4,255,0.15,4049,Juan,Local,Tarjeta,Completo
1075,2024-12-11,Tableta,2,477,0.15,4700,Maria,Local,Efectivo,Cancelado
1076,2024-12-12,Tableta,5,721,0.15,4641,Juan,Local,Efectivo,Completo
1077,2024-12-13,Laptop,3,880,0.1,1854,Juan,Local,Efectivo,Completo
1078,2024-12-14,Telefono,9,967,,2336,Juan,En linea,nan,Pendiente
1079,2024-12-15,Laptop,4,889,0.1,3392,Carlos,Local,Efectivo,Completo
1080,2024-12-16,Tableta,6,685,0.05,2996,Juan,En linea,Tarjeta,Pendiente
1081,2024-12-17,Laptop,2,536,0.1,3083,Juan,Local,nan,Pendiente
1082,2024-12-18,Laptop,6,306,0.05,3058,Juan,Local,Tarjeta,Cancelado
1083,2024-12-19,Telefono,3,487,,4118,Carlos,Local,Efectivo,Completo
1084,2024-12-20,Telefono,9,579,0.15,2059,Carlos,En linea,Tarjeta,Completo
1085,2024-12-21,Tableta,2,890,0.15,2007,Carlos,Local,nan,Completo
1086,2024-12-22,Laptop,9,986,0.1,4571,Juan,En linea,nan,Pendiente
1087,2024-12-23,Laptop,5,937,0.15,2563,Maria,En linea,Tarjeta,Completo
1088,2024-12-24,Laptop,8,439,,4142,Maria,Local,Tarjeta,Cancelado
1089,2024-12-25,Tableta,2,968,0.15,2500,Maria,En linea,Tarjeta,Cancelado
1090,2024-12-26,Tableta,6,439,0.1,1794,Juan,Local,nan,Completo
1091,2024-12-27,Telefono,3,303,,4565,Maria,En linea,Efectivo,Pendiente
1092,2024-12-28,Telefono,5,260,0.05,3252,Maria,Local,Tarjeta,Cancelado
1093,2024-12-29,Telefono,8,639,0.1,2253,Maria,En linea,Efectivo,Cancelado
1094,2024-12-30,Laptop,1,491,0.05,4710,Juan,En linea,nan,Pendiente
1095,2024-12-31,Laptop,5,868,,2103,Maria,Local,Tarjeta,Cancelado
1096,2025-01-01,Telefono,3,776,0.1,1822,Maria,Local,Tarjeta,Pendiente
1097,2025-01-02,Laptop,4,674,0.1,2941,Juan,Local,nan,Cancelado
1098,2025-01-03,Telefono,2,633,,1598,Carlos,Local,Tarjeta,Pendiente
1099,2025-01-04,Tableta,9,169,0.15,2005,Maria,En linea,Efectivo,Cancelado
1100,2025-01-05,Telefono,3,992,0.1,1626,Carlos,En linea,nan,Completo
1101,2025-01-06,Tableta,2,504,0.1,796,Maria,En linea,nan,Cancelado
1102,2025-01-07,Laptop,9,707,0.05,3549,Juan,En linea,Tarjeta,Cancelado
1103,2025-01-08,Telefono,7,774,0.15,2725,Carlos,Local,nan,Completo
1104,2025-01-09,Laptop,6,690,0.05,4854,Carlos,En linea,Tarjeta,Completo
1105,2025-01-10,Tableta,1,616,0.05,4287,Carlos,Local,Tarjeta,Completo
1106,2025-01-11,Tableta,5,927,0.15,2596,Carlos,En linea,nan,Completo
1107,2025-01-12,Tableta,3,219,0.15,4109,Maria,Local,Tarjeta,Pendiente
1108,2025-01-13,Laptop,1,913,,2708,Maria,Local,Efectivo,Pendiente
1109,2025-01-14,Laptop,4,789,0.15,675,Carlos,Local,Efectivo,Cancelado
1110,2025-01-15,Laptop,2,787,0.1,3002,Maria,Local,Tarjeta,Cancelado
1111,2025-01-16,Laptop,2,316,0.15,4499,Carlos,Local,Efectivo,Cancelado
1112,2025-01-17,Tableta,3,155,,2167,Carlos,En linea,Tarjeta,Pendiente
1113,2025-01-18,Tableta,8,465,,4871,Juan,Local,Efectivo,Cancelado
1114,2025-01-19,Telefono,8,798,,3045,Carlos,En linea,nan,Cancelado
1115,2025-01-20,Telefono,7,603,0.15,1175,Maria,En linea,Tarjeta,Pendiente
1116,2025-01-21,Laptop,6,843,0.15,2323,Carlos,Local,Tarjeta,Cancelado
1117,2025-01-22,Tableta,9,866,0.05,1856,Juan,En linea,Tarjeta,Pendiente
1118,2025-01-23,Tableta,4,554,0.05,3572,Maria,En linea,Tarjeta,Pendiente
1119,2025-01-24,Tableta,1,203,0.1,3759,Juan,En linea,Tarjeta,Completo
1120,2025-01-25,Telefono,8,176,0.05,1046,Juan,Local,Tarjeta,Completo
1121,2025-01-26,Telefono,7,329,0.1,2583,Carlos,Local,nan,Pendiente
1122,2025-01-27,Tableta,7,357,,2540,Juan,Local,nan,Pendiente
1123,2025-01-28,Tableta,3,363,0.05,2252,Juan,Local,Efectivo,Completo
1124,2025-01-29,Tableta,4,430,0.15,2115,Maria,En linea,Tarjeta,Cancelado
1125,2025-01-30,Telefono,9,281,0.05,2349,Juan,En linea,Efectivo,Cancelado
1126,2025-01-31,Tableta,6,992,0.1,3142,Carlos,En linea,Efectivo,Cancelado
1127,2025-02-01,Tableta,5,867,0.05,2100,Carlos,En linea,nan,Pendiente
1128,2025-02-02,Laptop,3,649,,3896,Carlos,En linea,Efectivo,Completo
1129,2025-02-03,Laptop,9,787,0.15,4902,Juan,En linea,nan,Cancelado
1130,2025-02-04,Telefono,5,126,0.1,4105,Maria,Local,Efectivo,Completo
1131,2025-02-05,Tableta,5,375,0.15,4299,Carlos,En linea,Tarjeta,Completo
1132,2025-02-06,Tableta,4,751,0.15,1118,Juan,En linea,Efectivo,Pendiente
1133,2025-02-07,Laptop,4,398,0.1,1632,Carlos,En linea,nan,Cancelado
1134,2025-02-08,Telefono,1,898,0.15,2615,Carlos,Local,nan,Completo
1135,2025-02-09,Laptop,7,190,0.15,2839,Maria,En linea,nan,Pendiente
1136,2025-02-10,Laptop,9,579,0.05,3239,Carlos,En linea,Efectivo,Pendiente
1137,2025-02-11,Laptop,3,672,0.15,4776,Maria,Local,Efectivo,Pendiente
1138,2025-02-12,Laptop,2,557,0.15,1987,Juan,En linea,nan,Cancelado
1139,2025-02-13,Tableta,3,550,0.15,2057,Carlos,Local,Tarjeta,Cancelado
1140,2025-02-14,Tableta,1,464,0.15,2613,Juan,Local,Tarjeta,Pendiente
1141,2025-02-15,Laptop,6,958,0.1,1544,Juan,En linea,Efectivo,Cancelado
1142,2025-02-16,Telefono,7,774,,2931,Juan,En linea,Efectivo,Cancelado
1143,2025-02-17,Telefono,2,450,0.05,2082,Carlos,Local,nan,Completo
1144,2025-02-18,Telefono,8,754,0.15,1808,Maria,En linea,Efectivo,Pendiente
1145,2025-02-19,Telefono,6,499,0.15,1101,Carlos,En linea,Efectivo,Pendiente
1146,2025-02-20,Laptop,4,352,0.1,2120,Juan,Local,nan,Cancelado
1147,2025-02-21,Tableta,5,880,,600,Maria,Local,nan,Pendiente
1148,2025-02-22,Telefono,8,980,0.15,4771,Juan,En linea,Efectivo,Pendiente
1149,2025-02-23,Laptop,3,902,0.1,737,Maria,Local,Tarjeta,Pendiente
1150,2025-02-24,Telefono,3,558,0.05,4525,Carlos,En linea,Efectivo,Cancelado
1151,2025-02-25,Telefono,4,798,0.05,3418,Maria,En linea,Tarjeta,Cancelado
1152,2025-02-26,Laptop,1,598,0.15,3042,Carlos,En linea,Tarjeta,Cancelado
1153,2025-02-27,Tableta,9,607,0.15,2503,Juan,En linea,Tarjeta,Completo
1154,2025-02-28,Tableta,8,403,,2037,Maria,Local,nan,Pendiente
1155,2025-03-01,Laptop,8,600,,1254,Juan,En linea,nan,Completo
1156,2025-03-02,Tableta,6,902,0.15,3868,Maria,Local,nan,Cancelado
1157,2025-03-03,Laptop,7,697,0.1,2758,Carlos,En linea,Efectivo,Completo
1158,2025-03-04,Laptop,6,265,,4165,Maria,En linea,nan,Pendiente
1159,2025-03-05,Laptop,9,514,0.15,4735,Maria,Local,nan,Pendiente
1160,2025-03-06,Tableta,3,561,,1040,Carlos,En linea,Efectivo,Cancelado
1161,2025-03-07,Laptop,3,213,0.15,769,Carlos,Local,Efectivo,Cancelado
1162,2025-03-08,Telefono,3,532,0.05,3960,Carlos,Local,Tarjeta,Completo
1163,2025-03-09,Tableta,3,455,0.15,3908,Maria,En linea,Efectivo,Cancelado
1164,2025-03-10,Tableta,9,794,0.05,1005,Juan,En linea,Efectivo,Completo
1165,2025-03-11,Tableta,4,306,,1629,Maria,En linea,nan,Pendiente
1166,2025-03-12,Tableta,7,867,0.15,2579,Maria,En linea,Tarjeta,Pendiente
1167,2025-03-13,Telefono,9,334,,3645,Juan,Local,Tarjeta,Pendiente
1168,2025-03-14,Tableta,7,541,0.05,3742,Carlos,En linea,Efectivo,Pendiente
1169,2025-03-15,Tableta,9,454,0.15,861,Maria,En linea,nan,Pendiente
1170,2025-03-16,Laptop,3,614,,4220,Juan,En linea,nan,Completo
1171,2025-03-17,Tableta,4,307,0.05,1956,Carlos,En linea,nan,Pendiente
1172,2025-03-18,Telefono,8,808,,4567,Carlos,En linea,nan,Completo
1173,2025-03-19,Telefono,6,952,0.1,4695,Maria,Local,Efectivo,Pendiente
1174,2025-03-20,Telefono,5,224,0.05,2181,Carlos,En linea,nan,Completo
1175,2025-03-21,Telefono,4,237,0.05,1552,Carlos,Local,Tarjeta,Completo
1176,2025-03-22,Tableta,8,438,0.05,3009,Juan,En linea,Tarjeta,Completo
1177,2025-03-23,Tableta,1,636,0.15,1181,Juan,En linea,Efectivo,Cancelado
1178,2025-03-24,Telefono,9,167,0.15,4432,Carlos,En linea,nan,Completo
1179,2025-03-25,Telefono,1,672,0.15,2629,Juan,Local,nan,Completo
1180,2025-03-26,Tableta,8,640,0.1,4516,Carlos,En linea,nan,Pendiente
1181,2025-03-27,Telefono,4,482,0.1,3802,Maria,Local,nan,Completo
1182,2025-03-28,Laptop,9,118,0.05,1219,Juan,Local,Efectivo,Completo
1183,2025-03-29,Telefono,5,782,0.1,574,Carlos,En linea,nan,Cancelado
1184,2025-03-30,Telefono,3,549,,1793,Carlos,Local,Efectivo,Pendiente
1185,2025-03-31,Laptop,9,173,0.05,2422,Juan,En linea,nan,Cancelado
1186,2025-04-01,Laptop,9,672,0.05,4657,Juan,En linea,nan,Cancelado
1187,2025-04-02,Tableta,4,764,,819,Maria,Local,Tarjeta,Cancelado
1188,2025-04-03,Tableta,4,375,0.05,2649,Carlos,En linea,Efectivo,Completo
1189,2025-04-04,Laptop,8,147,0.1,1952,Maria,En linea,Tarjeta,Cancelado
1190,2025-04-05,Laptop,2,310,0.15,2055,Maria,Local,Efectivo,Cancelado
1191,2025-04-06,Tableta,9,954,,4707,Maria,Local,nan,Pendiente
1192,2025-04-07,Telefono,6,750,0.1,3532,Juan,Local,nan,Pendiente
1193,2025-04-08,Laptop,9,721,,960,Maria,Local,Efectivo,Pendiente
1194,2025-04-09,Tableta,8,794,,1386,Juan,Local,Tarjeta,Pendiente
1195,2025-04-10,Telefono,7,639,0.05,4033,Juan,Local,Efectivo,Cancelado
1196,2025-04-11,Laptop,1,808,0.05,4436,Maria,En linea,Efectivo,Pendiente
1197,2025-04-12,Telefono,3,290,0.1,1615,Maria,Local,nan,Completo
1198,2025-04-13,Tableta,2,414,,1575,Carlos,Local,Tarjeta,Cancelado
1199,2025-04-14,Laptop,5,662,0.05,4376,Maria,En linea,Efectivo,Pendiente
1200,2025-04-15,Telefono,5,760,0.05,2424,Carlos,En linea,Tarjeta,Cancelado
1201,2025-04-16,Laptop,5,879,,1426,Maria,Local,Tarjeta,Pendiente
1202,2025-04-17,Telefono,4,661,0.1,2781,Maria,Local,Efectivo,Cancelado
1203,2025-04-18,Tableta,5,999,0.1,1555,Maria,En linea,Tarjeta,Pendiente
1204,2025-04-19,Tableta,3,857,,1041,Maria,Local,nan,Completo
1205,2025-04-20,Laptop,1,212,0.1,2661,Carlos,Local,nan,Pendiente
1206,2025-04-21,Telefono,5,269,0.05,2751,Carlos,En linea,nan,Cancelado
1207,2025-04-22,Laptop,9,567,,1552,Maria,Local,nan,Cancelado
1208,2025-04-23,Laptop,9,777,0.05,3244,Maria,En linea,Tarjeta,Completo
1209,2025-04-24,Telefono,4,113,0.15,4369,Carlos,Local,nan,Cancelado
1210,2025-04-25,Telefono,3,814,0.15,4981,Juan,En linea,Efectivo,Completo
1211,2025-04-26,Telefono,1,387,0.1,4657,Juan,En linea,nan,Cancelado
1212,2025-04-27,Tableta,2,288,0.15,2060,Juan,En linea,Efectivo,Cancelado
1213,2025-04-28,Laptop,8,254,0.05,4262,Carlos,Local,Efectivo,Completo
1214,2025-04-29,Laptop,1,666,0.15,1664,Carlos,En linea,nan,Cancelado
1215,2025-04-30,Tableta,8,793,0.05,3222,Juan,Local,nan,Cancelado
1216,2025-05-01,Telefono,7,821,0.1,2858,Juan,En linea,Tarjeta,Completo
1217,2025-05-02,Tableta,8,987,0.1,970,Maria,En linea,Efectivo,Pendiente
1218,2025-05-03,Tableta,6,570,0.05,1916,Carlos,En linea,nan,Completo
1219,2025-05-04,Tableta,9,174,0.15,1968,Carlos,Local,Tarjeta,Cancelado
1220,2025-05-05,Laptop,3,376,0.1,1308,Juan,Local,nan,Pendiente
1221,2025-05-06,Tableta,4,744,,671,Juan,En linea,nan,Pendiente
1222,2025-05-07,Laptop,6,442,0.1,4626,Carlos,Local,nan,Pendiente
1223,2025-05-08,Laptop,8,524,0.15,4642,Maria,Local,Efectivo,Completo
1224,2025-05-09,Laptop,5,670,,4725,Juan,Local,nan,Pendiente
1225,2025-05-10,Telefono,3,610,0.15,2899,Carlos,En linea,Tarjeta,Pendiente
1226,2025-05-11,Laptop,6,956,0.05,2145,Carlos,Local,nan,Pendiente
1227,2025-05-12,Laptop,4,281,,557,Maria,En linea,nan,Cancelado
1228,2025-05-13,Telefono,9,557,0.15,1629,Maria,En linea,Tarjeta,Completo
1229,2025-05-14,Laptop,3,950,,1853,Juan,En linea,Tarjeta,Completo
1230,2025-05-15,Tableta,4,932,0.15,1267,Juan,Local,Efectivo,Cancelado
1231,2025-05-16,Tableta,7,163,,4395,Juan,En linea,Efectivo,Pendiente
1232,2025-05-17,Laptop,7,938,0.15,1182,Carlos,Local,Efectivo,Cancelado
1233,2025-05-18,Telefono,4,359,0.05,3954,Juan,Local,Efectivo,Cancelado
1234,2025-05-19,Tableta,6,292,,2508,Carlos,En linea,Tarjeta,Pendiente
1235,2025-05-20,Telefono,3,754,,3642,Juan,En linea,nan,Pendiente
1236,2025-05-21,Telefono,6,715,,2290,Maria,En linea,nan,Completo
1237,2025-05-22,Tableta,2,505,,1977,Maria,Local,nan,Pendiente
1238,2025-05-23,Telefono,8,825,0.05,1385,Carlos,Local,Efectivo,Cancelado
1239,2025-05-24,Tableta,2,853,,4406,Maria,En linea,Tarjeta,Cancelado
1240,2025-05-25,Telefono,7,820,0.1,4992,Carlos,En linea,Tarjeta,Pendiente
1241,2025-05-26,Tableta,9,192,0.05,2038,Carlos,Local,Tarjeta,Completo
1242,2025-05-27,Laptop,1,529,0.1,2573,Maria,Local,nan,Cancelado
1243,2025-05-28,Tableta,8,753,,812,Carlos,En linea,Efectivo,Pendiente
1244,2025-05-29,Tableta,7,533,0.15,1310,Maria,Local,Tarjeta,Completo
1245,2025-05-30,Tableta,6,503,0.1,2735,Juan,Local,Efectivo,Completo
1246,2025-05-31,Tableta,6,533,,3357,Juan,Local,Tarjeta,Cancelado
1247,2025-06-01,Telefono,6,211,0.1,3263,Maria,Local,Efectivo,Cancelado
1248,2025-06-02,Laptop,9,474,,2532,Maria,Local,Tarjeta,Completo
1249,2025-06-03,Tableta,2,158,,2007,Maria,Local,Efectivo,Completo
1250,2025-06-04,Telefono,1,142,,3070,Maria,En linea,Tarjeta,Completo
1251,2025-06-05,Laptop,6,306,0.15,2394,Juan,Local,Tarjeta,Pendiente
1252,2025-06-06,Laptop,8,879,0.1,3205,Carlos,En linea,Efectivo,Cancelado
1253,2025-06-07,Laptop,3,395,0.05,1096,Carlos,En linea,Efectivo,Completo
1254,2025-06-08,Laptop,1,217,0.05,2647,Juan,Local,nan,Cancelado
1255,2025-06-09,Tableta,9,631,0.05,1115,Carlos,En linea,Efectivo,Cancelado
1256,2025-06-10,Tableta,1,321,0.05,1447,Juan,En linea,Tarjeta,Cancelado
1257,2025-06-11,Telefono,3,265,,4873,Carlos,En linea,Tarjeta,Completo
1258,2025-06-12,Telefono,8,742,0.1,4264,Maria,Local,Efectivo,Pendiente
1259,2025-06-13,Telefono,3,255,0.1,2513,Maria,En linea,nan,Completo
1260,2025-06-14,Laptop,4,283,0.15,4197,Maria,Local,Efectivo,Cancelado
1261,2025-06-15,Laptop,8,189,0.1,990,Juan,En linea,Tarjeta,Completo
1262,2025-06-16,Tableta,1,193,0.1,4850,Juan,En linea,Tarjeta,Completo
1263,2025-06-17,Laptop,6,112,0.1,2928,Carlos,En linea,nan,Cancelado
1264,2025-06-18,Laptop,1,933,0.15,1041,Carlos,En linea,Efectivo,Cancelado
1265,2025-06-19,Laptop,1,904,0.05,1787,Carlos,Local,Tarjeta,Completo
1266,2025-06-20,Telefono,8,841,0.1,2133,Juan,En linea,Tarjeta,Completo
1267,2025-06-21,Telefono,4,933,0.15,3426,Carlos,En linea,Tarjeta,Completo
1268,2025-06-22,Tableta,1,903,0.15,1852,Maria,Local,Efectivo,Completo
1269,2025-06-23,Laptop,7,537,,4876,Carlos,Local,Efectivo,Pendiente
1270,2025-06-24,Laptop,5,637,0.15,1798,Maria,Local,nan,Completo
1271,2025-06-25,Tableta,5,686,0.05,4467,Juan,En linea,Tarjeta,Pendiente
1272,2025-06-26,Laptop,1,975,0.1,4923,Maria,Local,Tarjeta,Cancelado
1273,2025-06-27,Laptop,6,910,0.15,2758,Maria,Local,nan,Pendiente
1274,2025-06-28,Telefono,9,249,0.05,2573,Maria,Local,Tarjeta,Cancelado
1275,2025-06-29,Tableta,9,759,0.15,1201,Juan,Local,nan,Pendiente
1276,2025-06-30,Tableta,8,107,0.15,2419,Juan,Local,nan,Cancelado
1277,2025-07-01,Tableta,5,128,0.15,2960,Juan,Local,Tarjeta,Completo
1278,2025-07-02,Tableta,1,395,0.15,4762,Juan,En linea,Efectivo,Pendiente
1279,2025-07-03,Telefono,9,820,0.15,4764,Carlos,Local,Efectivo,Pendiente
1280,2025-07-04,Telefono,1,739,0.05,4824,Juan,En linea,Efectivo,Cancelado
1281,2025-07-05,Laptop,8,439,0.1,866,Maria,Local,Efectivo,Cancelado
1282,2025-07-06,Laptop,5,727,0.1,1027,Juan,Local,Tarjeta,Pendiente
1283,2025-07-07,Laptop,3,538,0.1,4218,Carlos,Local,nan,Cancelado
1284,2025-07-08,Laptop,7,243,0.1,4109,Carlos,En linea,nan,Completo
1285,2025-07-09,Telefono,7,929,0.05,4435,Carlos,Local,Tarjeta,Pendiente
1286,2025-07-10,Tableta,9,846,,2653,Maria,Local,Efectivo,Completo
1287,2025-07-11,Telefono,7,618,,2408,Juan,Local,nan,Pendiente
1288,2025-07-12,Laptop,3,144,0.05,3512,Juan,Local,Tarjeta,Completo
1289,2025-07-13,Telefono,1,338,0.05,4728,Juan,En linea,Tarjeta,Pendiente
1290,2025-07-14,Tableta,8,254,0.15,3522,Maria,En linea,Efectivo,Cancelado
1291,2025-07-15,Tableta,3,280,0.15,3983,Maria,En linea,Tarjeta,Pendiente
1292,2025-07-16,Telefono,8,314,0.15,3220,Carlos,En linea,nan,Completo
1293,2025-07-17,Telefono,8,187,0.1,2270,Carlos,En linea,nan,Pendiente
1294,2025-07-18,Telefono,5,355,0.15,4613,Juan,Local,Tarjeta,Completo
1295,2025-07-19,Laptop,1,610,,2277,Maria,Local,nan,Completo
1296,2025-07-20,Telefono,7,172,0.1,4712,Maria,Local,Tarjeta,Completo
1297,2025-07-21,Telefono,5,278,0.15,1297,Juan,En linea,nan,Cancelado
